rating	family	certification	fantasy	writers_summary	year	id	biography	votes	directors_summary	cast_summary	title	sci_fi	crime	romance	music	comedy	type	war	horror	adventure	freq	thriller	mystery	creators	drama	history	action	runtime	western
8.2	0	R	0	[<Person: u'Terence Winter' (u'nm1010540')>, <Person: u'Jordan Belfort' (u'nm0067789')>]	2013	tt0993846	1	809425	[<Person: u'Martin Scorsese' (u'nm0000217')>]	[<Person: u'Leonardo DiCaprio' (u'nm0000138')>, <Person: u'Jonah Hill' (u'nm1706767')>, <Person: u'Margot Robbie' (u'nm3053338')>, <Person: u'Matthew McConaughey' (u'nm0000190')>]	The Wolf of Wall Street	0	1	0	0	1	feature	0	0	0	28	0	0	[]	1	0	0	10800	0
6.9	1	PG	1	[<Person: u'Jonathan Hensleigh' (u'nm0378144')>, <Person: u'Greg Taylor' (u'nm0852430')>]	1995	tt0113497	0	212821	[<Person: u'Joe Johnston' (u'nm0002653')>]	[<Person: u'Robin Williams' (u'nm0000245')>, <Person: u'Kirsten Dunst' (u'nm0000379')>, <Person: u'Bonnie Hunt' (u'nm0001372')>, <Person: u'Jonathan Hyde' (u'nm0404993')>]	Jumanji	0	0	0	0	0	feature	0	0	1	4	1	0	[]	0	0	1	6240	0
6.9	0	R	0	[<Person: u'Michael Markowitz' (u'nm0002864')>, <Person: u'John Francis Daley' (u'nm0197855')>]	2011	tt1499658	0	358730	[<Person: u'Seth Gordon' (u'nm1164861')>]	[<Person: u'Jason Bateman' (u'nm0000867')>, <Person: u'Charlie Day' (u'nm0206359')>, <Person: u'Jason Sudeikis' (u'nm0837177')>, <Person: u'Steve Wiebe' (u'nm2528248')>]	Horrible Bosses	0	1	0	0	1	feature	0	0	0	4	0	0	[]	0	0	0	5880	0
7.2	0	PG-13	0	[<Person: u'Mark Protosevich' (u'nm0698873')>, <Person: u'Akiva Goldsman' (u'nm0326040')>]	2007	tt0480249	0	542171	[<Person: u'Francis Lawrence' (u'nm1349376')>]	[<Person: u'Will Smith' (u'nm0000226')>, <Person: u'Alice Braga' (u'nm0103797')>, <Person: u'Charlie Tahan' (u'nm2253071')>, <Person: u'Salli Richardson-Whitfield' (u'nm0724757')>]	I Am Legend	1	0	0	0	0	feature	0	1	0	6	0	0	[]	1	0	0	6060	0
8.1	0	PG	0	[<Person: u'Kar-Wai Wong' (u'nm0939182')>]	2000	tt0118694	0	78168	[<Person: u'Kar-Wai Wong' (u'nm0939182')>]	[<Person: u'Tony Chiu Wai Leung' (u'nm0504897')>, <Person: u'Maggie Cheung' (u'nm0001041')>, <Person: u'Ping Lam Siu' (u'nm0803310')>, <Person: u"Tung Cho 'Joe' Cheung" (u'nm0156432')>]	In the Mood for Love	0	0	1	0	0	feature	0	0	0	5	0	0	[]	1	0	0	5880	0
6.7	0	PG-13	0	[<Person: u'Andrew Niccol' (u'nm0629272')>]	2011	tt1637688	0	309990	[<Person: u'Andrew Niccol' (u'nm0629272')>]	[<Person: u'Justin Timberlake' (u'nm0005493')>, <Person: u'Amanda Seyfried' (u'nm1086543')>, <Person: u'Cillian Murphy' (u'nm0614165')>, <Person: u'Olivia Wilde' (u'nm1312575')>]	In Time	1	0	0	0	0	feature	0	0	0	5	1	0	[]	0	0	1	6540	0
8.1	0	PG	0	[<Person: u'John Briley' (u'nm0109300')>]	1982	tt0083987	1	175481	[<Person: u'Richard Attenborough' (u'nm0000277')>]	[<Person: u'Ben Kingsley' (u'nm0001426')>, <Person: u'John Gielgud' (u'nm0000024')>, <Person: u'Candice Bergen' (u'nm0000298')>, <Person: u'Edward Fox' (u'nm0002081')>]	Gandhi	0	0	0	0	0	feature	0	0	0	4	0	0	[]	1	1	0	11460	0
7.6	0	PG-13	0	[<Person: u'Alejandro Amen\xe1bar' (u'nm0024622')>]	2001	tt0230600	0	273759	[<Person: u'Alejandro Amen\xe1bar' (u'nm0024622')>]	[<Person: u'Nicole Kidman' (u'nm0000173')>, <Person: u'Christopher Eccleston' (u'nm0001172')>, <Person: u'Fionnula Flanagan' (u'nm0001217')>, <Person: u'Alakina Mann' (u'nm0542635')>]	The Others	0	0	0	0	0	feature	0	1	0	4	1	0	[]	0	0	0	6240	0
7	0	R	0	[<Person: u'David Ebershoff' (u'nm2286442')>, <Person: u'Lucinda Coxon' (u'nm0185309')>]	2015	tt0810819	1	93494	[<Person: u'Tom Hooper' (u'nm0393799')>]	[<Person: u'Eddie Redmayne' (u'nm1519666')>, <Person: u'Alicia Vikander' (u'nm2539953')>, <Person: u'Amber Heard' (u'nm1720028')>, <Person: u'Ben Whishaw' (u'nm0924210')>]	The Danish Girl	0	0	1	0	0	feature	0	0	0	9	0	0	[]	1	0	0	7140	0
7.3	0	PG	1	[<Person: u'Steve Conrad' (u'nm0175726')>, <Person: u'Steve Conrad' (u'nm0175726')>]	2013	tt0359950	0	241063	[<Person: u'Ben Stiller' (u'nm0001774')>]	[<Person: u'Ben Stiller' (u'nm0001774')>, <Person: u'Kristen Wiig' (u'nm1325419')>, <Person: u'Jon Daly' (u'nm1789985')>, <Person: u'Kathryn Hahn' (u'nm1063517')>]	The Secret Life of Walter Mitty	0	0	1	0	1	feature	0	0	1	16	0	0	[]	1	0	0	6840	0
7.7	0	PG-13	0	[<Person: u'Grant Nieporte' (u'nm1455356')>]	2008	tt0814314	0	237251	[<Person: u'Gabriele Muccino' (u'nm0610831')>]	[<Person: u'Will Smith' (u'nm0000226')>, <Person: u'Rosario Dawson' (u'nm0206257')>, <Person: u'Woody Harrelson' (u'nm0000437')>, <Person: u'Michael Ealy' (u'nm1013003')>]	Seven Pounds	0	0	1	0	0	feature	0	0	0	5	0	0	[]	1	0	0	7380	0
7.3	0	PG-13	0	[<Person: u'Baz Luhrmann' (u'nm0525303')>, <Person: u'Craig Pearce' (u'nm0668902')>]	2013	tt1343092	0	370787	[<Person: u'Baz Luhrmann' (u'nm0525303')>]	[<Person: u'Leonardo DiCaprio' (u'nm0000138')>, <Person: u'Carey Mulligan' (u'nm1659547')>, <Person: u'Joel Edgerton' (u'nm0249291')>, <Person: u'Tobey Maguire' (u'nm0001497')>]	The Great Gatsby	0	0	1	0	0	feature	0	0	0	19	0	0	[]	1	0	0	8580	0
7.4	0	PG-13	1	[<Person: u'Fran Walsh' (u'nm0909638')>, <Person: u'Philippa Boyens' (u'nm0101991')>]	2014	tt2310332	0	365013	[<Person: u'Peter Jackson' (u'nm0001392')>]	[<Person: u'Ian McKellen' (u'nm0005212')>, <Person: u'Martin Freeman' (u'nm0293509')>, <Person: u'Richard Armitage' (u'nm0035514')>, <Person: u'Cate Blanchett' (u'nm0000949')>]	The Hobbit: The Battle of the Five Armies	0	0	0	0	0	feature	0	0	1	6	0	0	[]	0	0	0	8640	0
7.7	0	PG-13	0	[<Person: u'Ryan Coogler' (u'nm3363032')>, <Person: u'Aaron Covington' (u'nm2128400')>]	2015	tt3076658	0	158840	[<Person: u'Ryan Coogler' (u'nm3363032')>]	[<Person: u'Michael B. Jordan' (u'nm0430107')>, <Person: u'Sylvester Stallone' (u'nm0000230')>, <Person: u'Tessa Thompson' (u'nm1935086')>, <Person: u'Phylicia Rashad' (u'nm0711118')>]	Creed	0	0	0	0	0	feature	0	0	0	4	0	0	[]	1	0	0	7980	0
8.2	0	R	0	[<Person: u'Emma Donoghue' (u'nm1480980')>, <Person: u'Emma Donoghue' (u'nm1480980')>]	2015	tt3170832	0	184952	[<Person: u'Lenny Abrahamson' (u'nm1049433')>]	[<Person: u'Brie Larson' (u'nm0488953')>, <Person: u'Jacob Tremblay' (u'nm5016878')>, <Person: u'Sean Bridgers' (u'nm0108703')>, <Person: u'Wendy Crewson' (u'nm0187724')>]	Room	0	0	0	0	0	feature	0	0	0	11	0	0	[]	1	0	0	7080	0
7.8	0	PG-13	0	[<Person: u'Scott Neustadter' (u'nm2354099')>, <Person: u'Michael H. Weber' (u'nm2352210')>]	2014	tt2582846	0	257848	[<Person: u'Josh Boone' (u'nm1837748')>]	[<Person: u'Shailene Woodley' (u'nm0940362')>, <Person: u'Ansel Elgort' (u'nm5052065')>, <Person: u'Nat Wolff' (u'nm1822659')>, <Person: u'Laura Dern' (u'nm0000368')>]	The Fault in Our Stars	0	0	1	0	0	feature	0	0	0	13	0	0	[]	1	0	0	7560	0
7.7	0	R	1	[<Person: u'Zack Snyder' (u'nm0811583')>, <Person: u'Kurt Johnstad' (u'nm0426500')>]	2006	tt0416449	0	617857	[<Person: u'Zack Snyder' (u'nm0811583')>]	[<Person: u'Gerard Butler' (u'nm0124930')>, <Person: u'Lena Headey' (u'nm0372176')>, <Person: u'David Wenham' (u'nm0920992')>, <Person: u'Dominic West' (u'nm0922035')>]	300	0	0	0	0	0	feature	1	0	0	6	0	0	[]	1	0	1	7020	0
7.6	0	R	0	[<Person: u'Oleg Negin' (u'nm2697466')>, <Person: u'Andrey Zvyagintsev' (u'nm1168657')>]	2014	tt2802154	0	32500	[<Person: u'Andrey Zvyagintsev' (u'nm1168657')>]	[<Person: u'Aleksey Serebryakov' (u'nm0148516')>, <Person: u'Elena Lyadova' (u'nm1956600')>, <Person: u'Roman Madyanov' (u'nm0535295')>, <Person: u'Vladimir Vdovichenkov' (u'nm1284690')>]	Leviathan	0	0	0	0	0	feature	0	0	0	4	0	0	[]	1	0	0	8400	0
5.8	0	PG-13	0	[<Person: u'Rhett Reese' (u'nm1014201')>, <Person: u'Paul Wernick' (u'nm1116660')>]	2013	tt1583421	0	148507	[<Person: u'Jon M. Chu' (u'nm0160840')>]	[<Person: u'Dwayne Johnson' (u'nm0425005')>, <Person: u'Channing Tatum' (u'nm1475594')>, <Person: u'Adrianne Palicki' (u'nm1597316')>, <Person: u'Byung-hun Lee' (u'nm0496932')>]	G.I. Joe: Retaliation	1	0	0	0	0	feature	0	0	1	4	1	0	[]	0	0	1	6600	0
5.8	1	PG	1	[<Person: u'Brian Gunn' (u'nm0348160')>, <Person: u'Mark Gunn' (u'nm0348208')>]	2012	tt1397514	0	68712	[<Person: u'Brad Peyton' (u'nm0679031')>]	[<Person: u'Josh Hutcherson' (u'nm1242688')>, <Person: u'Dwayne Johnson' (u'nm0425005')>, <Person: u'Michael Caine' (u'nm0000323')>, <Person: u'Luis Guzm\xe1n' (u'nm0350079')>]	Journey 2: The Mysterious Island	1	0	0	0	1	feature	0	0	1	5	0	0	[]	0	0	1	5640	0
7.8	1	TV-PG	1	[<Person: u'Phil Lord' (u'nm0520488')>, <Person: u'Christopher Miller' (u'nm0588087')>]	2014	tt1490017	0	251987	[<Person: u'Phil Lord' (u'nm0520488')>, <Person: u'Christopher Miller' (u'nm0588087')>]	[<Person: u'Chris Pratt' (u'nm0695435')>, <Person: u'Will Ferrell' (u'nm0002071')>, <Person: u'Elizabeth Banks' (u'nm0006969')>, <Person: u'Will Arnett' (u'nm0004715')>]	The Lego Movie	0	0	0	0	1	feature	0	0	1	7	0	0	[]	0	0	1	6000	0
9.3	0	R	0	[<Person: u'Stephen King' (u'nm0000175')>, <Person: u'Frank Darabont' (u'nm0001104')>]	1994	tt0111161	0	1729985	[<Person: u'Frank Darabont' (u'nm0001104')>]	[<Person: u'Tim Robbins' (u'nm0000209')>, <Person: u'Morgan Freeman' (u'nm0000151')>, <Person: u'Bob Gunton' (u'nm0348409')>, <Person: u'William Sadler' (u'nm0006669')>]	The Shawshank Redemption	0	1	0	0	0	feature	0	0	0	35	0	0	[]	1	0	0	8520	0
8	0	PG-13	0	[<Person: u'Jeff Nathanson' (u'nm0622288')>, <Person: u'Frank Abagnale Jr.' (u'nm0007646')>]	2002	tt0264464	1	546128	[<Person: u'Steven Spielberg' (u'nm0000229')>]	[<Person: u'Leonardo DiCaprio' (u'nm0000138')>, <Person: u'Tom Hanks' (u'nm0000158')>, <Person: u'Christopher Walken' (u'nm0000686')>, <Person: u'Martin Sheen' (u'nm0000640')>]	Catch Me If You Can	0	1	0	0	0	feature	0	0	0	15	0	0	[]	1	0	0	8460	0
7	0	Not Rated	0	[<Person: u'Lars von Trier' (u'nm0001885')>]	2013	tt1937390	0	84974	[<Person: u'Lars von Trier' (u'nm0001885')>]	[<Person: u'Charlotte Gainsbourg' (u'nm0001250')>, <Person: u'Stellan Skarsg\xe5rd' (u'nm0001745')>, <Person: u'Stacy Martin' (u'nm5237479')>, <Person: u'Shia LaBeouf' (u'nm0479471')>]	Nymphomaniac: Vol. I	0	0	0	0	0	feature	0	0	0	4	0	0	[]	1	0	0	7020	0
8.4	0	R	0	[<Person: u'Alan Ball' (u'nm0050332')>]	1999	tt0169547	0	840471	[<Person: u'Sam Mendes' (u'nm0005222')>]	[<Person: u'Kevin Spacey' (u'nm0000228')>, <Person: u'Annette Bening' (u'nm0000906')>, <Person: u'Thora Birch' (u'nm0000301')>, <Person: u'Wes Bentley' (u'nm0004747')>]	American Beauty	0	0	1	0	0	feature	0	0	0	16	0	0	[]	1	0	0	7320	0
6	0	PG-13	1	[<Person: u'Jessica Postigo' (u'nm0692942')>, <Person: u'Cassandra Clare' (u'nm3673996')>]	2013	tt1538403	0	109081	[<Person: u'Harald Zwart' (u'nm0958969')>]	[<Person: u'Lily Collins' (u'nm2934314')>, <Person: u'Jamie Campbell Bower' (u'nm2570429')>, <Person: u'Robert Sheehan' (u'nm1588066')>, <Person: u'Jemima West' (u'nm0922136')>]	The Mortal Instruments: City of Bones	0	0	1	0	0	feature	0	1	0	5	0	1	[]	0	0	0	7800	0
7.8	0	Not Rated	0	[<Person: u'Cary Joji Fukunaga' (u'nm1560977')>, <Person: u'Uzodinma Iweala' (u'nm3303697')>]	2015	tt1365050	0	45056	[<Person: u'Cary Joji Fukunaga' (u'nm1560977')>]	[<Person: u'Abraham Attah' (u'nm6781688')>, <Person: u'Emmanuel Affadzi' (u'nm7636995')>, <Person: u'Ricky Adelayitor' (u'nm7636996')>, <Person: u'Andrew Adote' (u'nm7636997')>]	Beasts of No Nation	0	0	0	0	0	feature	1	0	0	4	0	0	[]	1	0	0	8220	0
8.2	1	PG	1	[<Person: u'Tomm Moore' (u'nm1119079')>, <Person: u'Will Collins' (u'nm3822528')>]	2014	tt1865505	0	28406	[<Person: u'Tomm Moore' (u'nm1119079')>]	[<Person: u'David Rawle' (u'nm5146515')>, <Person: u'Brendan Gleeson' (u'nm0322407')>, <Person: u'Lisa Hannigan' (u'nm1907066')>, <Person: u'Fionnula Flanagan' (u'nm0001217')>]	Song of the Sea	0	0	0	0	0	feature	0	0	1	4	0	0	[]	0	0	0	5580	0
8.2	0	PG-13	0	[<Person: u'Akiva Goldsman' (u'nm0326040')>, <Person: u'Sylvia Nasar' (u'nm0621586')>]	2001	tt0268978	1	627691	[<Person: u'Ron Howard' (u'nm0000165')>]	[<Person: u'Russell Crowe' (u'nm0000128')>, <Person: u'Ed Harris' (u'nm0000438')>, <Person: u'Jennifer Connelly' (u'nm0000124')>, <Person: u'Christopher Plummer' (u'nm0001626')>]	A Beautiful Mind	0	0	0	0	0	feature	0	0	0	14	0	0	[]	1	0	0	8100	0
8.1	0	PG-13	0	[<Person: u'Graham Moore' (u'nm2441699')>, <Person: u'Andrew Hodges' (u'nm0388132')>]	2014	tt2084970	1	492699	[<Person: u'Morten Tyldum' (u'nm0878763')>]	[<Person: u'Benedict Cumberbatch' (u'nm1212722')>, <Person: u'Keira Knightley' (u'nm0461136')>, <Person: u'Matthew Goode' (u'nm0328828')>, <Person: u'Allen Leech' (u'nm1395602')>]	The Imitation Game	0	0	0	0	0	feature	1	0	0	20	1	0	[]	1	0	0	6840	0
7.1	0	PG-13	0	[<Person: u'Ehren Kruger' (u'nm0472567')>, <Person: u'K\xf4ji Suzuki' (u'nm0840626')>]	2002	tt0298130	0	256400	[<Person: u'Gore Verbinski' (u'nm0893659')>]	[<Person: u'Naomi Watts' (u'nm0915208')>, <Person: u'Martin Henderson' (u'nm0376540')>, <Person: u'Brian Cox' (u'nm0004051')>, <Person: u'David Dorfman' (u'nm0233562')>]	The Ring	0	0	0	0	0	feature	0	1	0	4	0	1	[]	0	0	0	6900	0
7.6	0	PG-13	0	[<Person: u'Rick Jaffa' (u'nm0415425')>, <Person: u'Amanda Silver' (u'nm0798646')>]	2011	tt1318514	0	410355	[<Person: u'Rupert Wyatt' (u'nm1012501')>]	[<Person: u'James Franco' (u'nm0290556')>, <Person: u'Andy Serkis' (u'nm0785227')>, <Person: u'Freida Pinto' (u'nm2951768')>, <Person: u'Karin Konoval' (u'nm0465269')>]	Rise of the Planet of the Apes	1	0	0	0	0	feature	0	0	0	6	1	0	[]	1	0	1	6300	0
7	0	R	0	[<Person: u'Joon-ho Bong' (u'nm0094435')>, <Person: u'Kelly Masterson' (u'nm1031176')>]	2013	tt1706620	0	187545	[<Person: u'Joon-ho Bong' (u'nm0094435')>]	[<Person: u'Chris Evans' (u'nm0262635')>, <Person: u'Jamie Bell' (u'nm0068260')>, <Person: u'Tilda Swinton' (u'nm0842770')>, <Person: u'Ed Harris' (u'nm0000438')>]	Snowpiercer	1	0	0	0	0	feature	0	0	0	7	1	0	[]	1	0	1	7560	0
6.9	0	PG-13	0	[<Person: u'John J. McLaughlin' (u'nm0572352')>, <Person: u'Stephen Rebello' (u'nm1067289')>]	2012	tt0975645	1	61447	[<Person: u'Sacha Gervasi' (u'nm0315065')>]	[<Person: u'Anthony Hopkins' (u'nm0000164')>, <Person: u'Helen Mirren' (u'nm0000545')>, <Person: u'Scarlett Johansson' (u'nm0424060')>, <Person: u'Danny Huston' (u'nm0396812')>]	Hitchcock	0	0	0	0	0	feature	0	0	0	6	0	0	[]	1	0	0	5880	0
7.8	0	PG-13	0	[<Person: u'Alfonso Cuar\xf3n' (u'nm0190859')>, <Person: u'Jon\xe1s Cuar\xf3n' (u'nm0190861')>]	2013	tt1454468	0	595171	[<Person: u'Alfonso Cuar\xf3n' (u'nm0190859')>]	[<Person: u'Sandra Bullock' (u'nm0000113')>, <Person: u'George Clooney' (u'nm0000123')>, <Person: u'Ed Harris' (u'nm0000438')>, <Person: u'Orto Ignatiussen' (u'nm1241511')>]	Gravity	1	0	0	0	0	feature	0	0	1	37	1	0	[]	1	0	0	5460	0
7.2	0	PG-13	0	[<Person: u'Mark Schwahn' (u'nm0777043')>, <Person: u'John Gatins' (u'nm0309691')>]	2005	tt0393162	0	94537	[<Person: u'Thomas Carter' (u'nm0141961')>]	[<Person: u'Samuel L. Jackson' (u'nm0000168')>, <Person: u'Rick Gonzalez' (u'nm0327779')>, <Person: u"Robert Ri'chard" (u'nm0722647')>, <Person: u'Rob Brown' (u'nm0114532')>]	Coach Carter	0	0	0	0	0	feature	0	0	0	4	0	0	[]	1	0	0	8160	0
7	0	PG-13	1	[<Person: u'Ashley Miller' (u'nm1005420')>, <Person: u'Zack Stentz' (u'nm0826714')>]	2011	tt0800369	0	548052	[<Person: u'Kenneth Branagh' (u'nm0000110')>]	[<Person: u'Chris Hemsworth' (u'nm1165110')>, <Person: u'Anthony Hopkins' (u'nm0000164')>, <Person: u'Natalie Portman' (u'nm0000204')>, <Person: u'Tom Hiddleston' (u'nm1089991')>]	Thor	1	0	0	0	0	feature	0	0	1	5	0	0	[]	0	0	1	6900	0
8.3	0	R	0	[<Person: u'Tobias Lindholm' (u'nm2105585')>, <Person: u'Thomas Vinterberg' (u'nm0899121')>]	2012	tt2106476	0	177366	[<Person: u'Thomas Vinterberg' (u'nm0899121')>]	[<Person: u'Mads Mikkelsen' (u'nm0586568')>, <Person: u'Thomas Bo Larsen' (u'nm0488917')>, <Person: u'Annika Wedderkopp' (u'nm5038871')>, <Person: u'Lasse Fogelstr\xf8m' (u'nm5039026')>]	The Hunt	0	0	0	0	0	feature	0	0	0	17	0	0	[]	1	0	0	6900	0
8	0	PG-13	0	[<Person: u'Drew Goddard' (u'nm1206844')>, <Person: u'Andy Weir' (u'nm1083982')>]	2015	tt3659388	0	511798	[<Person: u'Ridley Scott' (u'nm0000631')>]	[<Person: u'Matt Damon' (u'nm0000354')>, <Person: u'Jessica Chastain' (u'nm1567113')>, <Person: u'Kristen Wiig' (u'nm1325419')>, <Person: u'Kate Mara' (u'nm0544718')>]	The Martian	1	0	0	0	0	feature	0	0	1	25	0	0	[]	1	0	0	8640	0
8.1	0	R	0	[<Person: u'Quentin Tarantino' (u'nm0000233')>, <Person: u'Quentin Tarantino' (u'nm0000233')>]	2003	tt0266697	0	752604	[<Person: u'Quentin Tarantino' (u'nm0000233')>]	[<Person: u'Uma Thurman' (u'nm0000235')>, <Person: u'David Carradine' (u'nm0001016')>, <Person: u'Daryl Hannah' (u'nm0000435')>, <Person: u'Michael Madsen' (u'nm0000514')>]	Kill Bill: Vol. 1	0	0	0	0	0	feature	0	0	0	7	1	0	[]	0	0	1	6660	0
5.4	0	R	0	[<Person: u'Paul W.S. Anderson' (u'nm0027271')>]	2012	tt1855325	0	106846	[<Person: u'Paul W.S. Anderson' (u'nm0027271')>]	[<Person: u'Milla Jovovich' (u'nm0000170')>, <Person: u'Sienna Guillory' (u'nm0347149')>, <Person: u'Michelle Rodriguez' (u'nm0735442')>, <Person: u'Aryana Engineer' (u'nm2954597')>]	Resident Evil: Retribution	1	0	0	0	0	feature	0	1	0	4	1	0	[]	0	0	1	5760	0
8.4	0	PG-13	0	[<Person: u'Asghar Farhadi' (u'nm1410815')>]	2011	tt1832382	0	156199	[<Person: u'Asghar Farhadi' (u'nm1410815')>]	[<Person: u'Peyman Moaadi' (u'nm1818216')>, <Person: u'Leila Hatami' (u'nm0368689')>, <Person: u'Sareh Bayat' (u'nm4299147')>, <Person: u'Shahab Hosseini' (u'nm1486911')>]	A Separation	0	0	0	0	0	feature	0	0	0	4	0	1	[]	1	0	0	7380	0
8.1	0	PG-13	1	[<Person: u'Steve Kloves' (u'nm0460141')>, <Person: u'J.K. Rowling' (u'nm0746830')>]	2011	tt1201607	0	557863	[<Person: u'David Yates' (u'nm0946734')>]	[<Person: u'Daniel Radcliffe' (u'nm0705356')>, <Person: u'Emma Watson' (u'nm0914612')>, <Person: u'Rupert Grint' (u'nm0342488')>, <Person: u'Michael Gambon' (u'nm0002091')>]	Harry Potter and the Deathly Hallows: Part 2	0	0	0	0	0	feature	0	0	1	13	0	1	[]	1	0	0	7800	0
